word,definitionUrl,partOfSpeech,cefrLevel,americanPronUrl,britishPronUrl
single,/definition/english/single_1,adjective,a2,/media/english/us_pron/s/sin/singl/single__us_1.mp3,/media/english/uk_pron/s/sin/singl/single__gb_1.mp3
single,/definition/english/single_2,noun,a2,/media/english/us_pron/s/sin/singl/single__us_1.mp3,/media/english/uk_pron/s/sin/singl/single__gb_1.mp3
sink,/definition/english/sink_1,verb,b1,/media/english/us_pron/s/sin/sink_/sink__us_1.mp3,/media/english/uk_pron/s/sin/sink_/sink__gb_2.mp3
sir,/definition/english/sir,noun,a2,/media/english/us_pron/s/sir/sir__/sir__us_1.mp3,/media/english/uk_pron/s/sir/sir__/sir__gb_1.mp3
sister,/definition/english/sister,noun,a1,/media/english/us_pron/s/sis/siste/sister__us_1.mp3,/media/english/uk_pron/s/sis/siste/sister__gb_2.mp3
sit,/definition/english/sit,verb,a1,/media/english/us_pron/s/sit/sit__/sit__us_1.mp3,/media/english/uk_pron/s/sit/sit__/sit__gb_1.mp3
site,/definition/english/site_1,noun,a2,/media/english/us_pron/s/sit/site_/site__us_1.mp3,/media/english/uk_pron/c/cit/cite_/cite__gb_2.mp3
situated,/definition/english/situated,adjective,c1,/media/english/us_pron/s/sit/situa/situated__us_1.mp3,/media/english/uk_pron/s/sit/situa/situated__gb_1.mp3
situation,/definition/english/situation,noun,a1,/media/english/us_pron/s/sit/situa/situation__us_1.mp3,/media/english/uk_pron/s/sit/situa/situation__gb_1.mp3
six,/definition/english/six,number,a1,/media/english/us_pron/s/six/six__/six__us_1.mp3,/media/english/uk_pron/s/six/six__/six__gb_2.mp3
sixteen,/definition/english/sixteen,number,a1,/media/english/us_pron/s/six/sixte/sixteen__us_1.mp3,/media/english/uk_pron/s/six/sixte/sixteen__gb_1.mp3
sixty,/definition/english/sixty,number,a1,/media/english/us_pron/s/six/sixty/sixty__us_1.mp3,/media/english/uk_pron/s/six/sixty/sixty__gb_2.mp3
size,/definition/english/size_1,noun,a2,/media/english/us_pron/s/siz/size_/size__us_1.mp3,/media/english/uk_pron/s/siz/size_/size__gb_3.mp3
sketch,/definition/english/sketch_1,noun,c1,/media/english/us_pron/s/ske/sketc/sketch__us_1.mp3,/media/english/uk_pron/s/ske/sketc/sketch__gb_1.mp3
ski,/definition/english/ski_2,adjective,a2,/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3
ski,/definition/english/ski_1,noun,a2,/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3
ski,/definition/english/ski_3,verb,a2,/media/english/us_pron/s/ski/ski__/ski__us_1.mp3,/media/english/uk_pron/s/ski/ski__/ski__gb_1.mp3
skiing,/definition/english/skiing,noun,a2,/media/english/us_pron/s/ski/skiin/skiing__us_1.mp3,/media/english/uk_pron/s/ski/skiin/skiing__gb_3.mp3
skill,/definition/english/skill,noun,a1,/media/english/us_pron/s/ski/skill/skill__us_1.mp3,/media/english/uk_pron/s/ski/skill/skill__gb_2.mp3
skilled,/definition/english/skilled,adjective,b2,/media/english/us_pron/s/ski/skill/skilled__us_1.mp3,/media/english/uk_pron/s/ski/skill/skilled__gb_1.mp3
skin,/definition/english/skin_1,noun,a2,/media/english/us_pron/s/ski/skin_/skin__us_1.mp3,/media/english/uk_pron/s/ski/skin_/skin__gb_1.mp3
skip,/definition/english/skip_1,verb,c1,/media/english/us_pron/s/ski/skip_/skip__us_1.mp3,/media/english/uk_pron/s/ski/skip_/skip__gb_1.mp3
skirt,/definition/english/skirt_1,noun,a1,/media/english/us_pron/s/ski/skirt/skirt__us_1.mp3,/media/english/uk_pron/s/ski/skirt/skirt__gb_2.mp3
skull,/definition/english/skull,noun,b2,/media/english/us_pron/s/sku/skull/skull__us_1.mp3,/media/english/uk_pron/s/sku/skull/skull__gb_1.mp3
sky,/definition/english/sky_1,noun,a2,/media/english/us_pron/s/sky/sky__/sky__us_1.mp3,/media/english/uk_pron/s/sky/sky__/sky__gb_1.mp3
slam,/definition/english/slam_1,verb,c1,/media/english/us_pron/s/sla/slam_/slam__us_1.mp3,/media/english/uk_pron/s/sla/slam_/slam__gb_1.mp3
slap,/definition/english/slap_1,verb,c1,/media/english/us_pron/s/sla/slap_/slap__us_1.mp3,/media/english/uk_pron/s/sla/slap_/slap__gb_1.mp3
slash,/definition/english/slash_1,verb,c1,/media/english/us_pron/s/sla/slash/slash__us_1.mp3,/media/english/uk_pron/s/sla/slash/slash__gb_1.mp3
slave,/definition/english/slave_1,noun,b2,/media/english/us_pron/s/sla/slave/slave__us_1.mp3,/media/english/uk_pron/s/sla/slave/slave__gb_1.mp3
slavery,/definition/english/slavery,noun,c1,/media/english/us_pron/s/sla/slave/slavery__us_1.mp3,/media/english/uk_pron/s/sla/slave/slavery__gb_1.mp3
sleep,/definition/english/sleep_2,noun,a2,/media/english/us_pron/s/sle/sleep/sleep__us_1.mp3,/media/english/uk_pron/s/sle/sleep/sleep__gb_1.mp3
sleep,/definition/english/sleep_1,verb,a1,/media/english/us_pron/s/sle/sleep/sleep__us_1.mp3,/media/english/uk_pron/s/sle/sleep/sleep__gb_1.mp3
slice,/definition/english/slice_1,noun,b1,/media/english/us_pron/s/sli/slice/slice__us_1.mp3,/media/english/uk_pron/s/sli/slice/slice__gb_1.mp3
slice,/definition/english/slice_2,verb,b1,/media/english/us_pron/s/sli/slice/slice__us_1.mp3,/media/english/uk_pron/s/sli/slice/slice__gb_1.mp3
slide,/definition/english/slide_2,noun,b2,/media/english/us_pron/s/sli/slide/slide__us_1.mp3,/media/english/uk_pron/s/sli/slide/slide__gb_2.mp3
slide,/definition/english/slide_1,verb,b2,/media/english/us_pron/s/sli/slide/slide__us_1.mp3,/media/english/uk_pron/s/sli/slide/slide__gb_2.mp3
slight,/definition/english/slight_1,adjective,b2,/media/english/us_pron/s/sli/sligh/slight__us_1.mp3,/media/english/uk_pron/s/sli/sligh/slight__gb_1.mp3
slightly,/definition/english/slightly,adverb,b1,/media/english/us_pron/s/sli/sligh/slightly__us_1.mp3,/media/english/uk_pron/s/sli/sligh/slightly__gb_1.mp3
slip,/definition/english/slip_1,verb,b2,/media/english/us_pron/s/sli/slip_/slip__us_1.mp3,/media/english/uk_pron/s/sli/slip_/slip__gb_1.mp3
slogan,/definition/english/slogan,noun,b2,/media/english/us_pron/s/slo/sloga/slogan__us_1.mp3,/media/english/uk_pron/s/slo/sloga/slogan__gb_1.mp3
slope,/definition/english/slope_1,noun,b2,/media/english/us_pron/s/slo/slope/slope__us_1.mp3,/media/english/uk_pron/s/slo/slope/slope__gb_1.mp3
slope,/definition/english/slope_2,verb,b2,/media/english/us_pron/s/slo/slope/slope__us_1.mp3,/media/english/uk_pron/s/slo/slope/slope__gb_1.mp3
slot,/definition/english/slot_1,noun,c1,/media/english/us_pron/s/slo/slot_/slot__us_1.mp3,/media/english/uk_pron/s/slo/slot_/slot__gb_1.mp3
slow,/definition/english/slow_1,adjective,a1,/media/english/us_pron/s/slo/slow_/slow__us_1.mp3,/media/english/uk_pron/s/slo/slow_/slow__gb_2.mp3
slow,/definition/english/slow_2,verb,b1,/media/english/us_pron/s/slo/slow_/slow__us_1.mp3,/media/english/uk_pron/s/slo/slow_/slow__gb_2.mp3
slowly,/definition/english/slowly,adverb,a2,/media/english/us_pron/s/slo/slowl/slowly__us_1.mp3,/media/english/uk_pron/s/slo/slowl/slowly__gb_1.mp3
small,/definition/english/small_1,adjective,a1,/media/english/us_pron/s/sma/small/small__us_4.mp3,/media/english/uk_pron/s/sma/small/small__gb_2.mp3
smart,/definition/english/smart_1,adjective,b1,/media/english/us_pron/s/sma/smart/smart__us_1.mp3,/media/english/uk_pron/s/sma/smart/smart__gb_1.mp3
smartphone,/definition/english/smartphone,noun,a2,/media/english/us_pron/s/sma/smart/smartphone__us_1.mp3,/media/english/uk_pron/s/sma/smart/smartphone__gb_1.mp3
smash,/definition/english/smash_1,verb,c1,/media/english/us_pron/s/sma/smash/smash__us_1.mp3,/media/english/uk_pron/s/sma/smash/smash__gb_1.mp3
smell,/definition/english/smell_2,noun,a2,/media/english/us_pron/s/sme/smell/smell__us_1.mp3,/media/english/uk_pron/s/sme/smell/smell__gb_1.mp3
smell,/definition/english/smell_1,verb,a2,/media/english/us_pron/s/sme/smell/smell__us_1.mp3,/media/english/uk_pron/s/sme/smell/smell__gb_1.mp3
smile,/definition/english/smile_2,noun,a2,/media/english/us_pron/s/smi/smile/smile__us_1.mp3,/media/english/uk_pron/s/smi/smile/smile__gb_1.mp3
smile,/definition/english/smile_1,verb,a2,/media/english/us_pron/s/smi/smile/smile__us_1.mp3,/media/english/uk_pron/s/smi/smile/smile__gb_1.mp3
smoke,/definition/english/smoke_1,noun,a2,/media/english/us_pron/s/smo/smoke/smoke__us_1.mp3,/media/english/uk_pron/s/smo/smoke/smoke__gb_2.mp3
smoke,/definition/english/smoke_2,verb,a2,/media/english/us_pron/s/smo/smoke/smoke__us_1.mp3,/media/english/uk_pron/s/smo/smoke/smoke__gb_2.mp3
smoking,/definition/english/smoking,noun,a2,/media/english/us_pron/s/smo/smoki/smoking__us_3.mp3,/media/english/uk_pron/s/smo/smoki/smoking__gb_1.mp3
smooth,/definition/english/smooth_1,adjective,b1,/media/english/us_pron/s/smo/smoot/smooth__us_1.mp3,/media/english/uk_pron/s/smo/smoot/smooth__gb_1.mp3
snake,/definition/english/snake_1,noun,a1,/media/english/us_pron/s/sna/snake/snake__us_1.mp3,/media/english/uk_pron/s/sna/snake/snake__gb_2.mp3
snap,/definition/english/snap_1,verb,c1,/media/english/us_pron/s/sna/snap_/snap__us_1.mp3,/media/english/uk_pron/s/sna/snap_/snap__gb_1.mp3
snow,/definition/english/snow_1,noun,a1,/media/english/us_pron/s/sno/snow_/snow__us_1.mp3,/media/english/uk_pron/s/sno/snow_/snow__gb_1.mp3
snow,/definition/english/snow_2,verb,a1,/media/english/us_pron/s/sno/snow_/snow__us_1.mp3,/media/english/uk_pron/s/sno/snow_/snow__gb_1.mp3
so,/definition/english/so_1,adverb,a1,/media/english/us_pron/s/so_/so__u/so__us_1.mp3,/media/english/uk_pron/s/so_/so__g/so__gb_1.mp3
so,/definition/english/so_3,conjunction,a1,/media/english/us_pron/s/so_/so__u/so__us_1.mp3,/media/english/uk_pron/s/so_/so__g/so__gb_1.mp3
so-called,/definition/english/so-called,adjective,b2,/media/english/us_pron/s/so_/so_ca/so_called_1_us_1.mp3,/media/english/uk_pron/s/so_/so_ca/so_called_1_gb_2.mp3
soak,/definition/english/soak_1,verb,c1,/media/english/us_pron/s/soa/soak_/soak__us_1.mp3,/media/english/uk_pron/s/soa/soak_/soak__gb_1.mp3
soap,/definition/english/soap_1,noun,a2,/media/english/us_pron/s/soa/soap_/soap__us_1.mp3,/media/english/uk_pron/s/soa/soap_/soap__gb_2.mp3
soar,/definition/english/soar,verb,c1,/media/english/us_pron/s/soa/soar_/soar__us_1.mp3,/media/english/uk_pron/s/soa/soar_/soar__gb_1.mp3
soccer,/definition/english/soccer,noun,a2,/media/english/us_pron/s/soc/socce/soccer__us_2.mp3,/media/english/uk_pron/s/soc/socce/soccer__gb_1.mp3
social,/definition/english/social_1,adjective,a2,/media/english/us_pron/s/soc/socia/social__us_1.mp3,/media/english/uk_pron/s/soc/socia/social__gb_2.mp3
socialist,/definition/english/socialist_1,adjective,c1,/media/english/us_pron/s/soc/socia/socialist__us_1.mp3,/media/english/uk_pron/s/soc/socia/socialist__gb_1.mp3
society,/definition/english/society,noun,a2,/media/english/us_pron/s/soc/socie/society__us_3.mp3,/media/english/uk_pron/s/soc/socie/society__gb_2.mp3
sock,/definition/english/sock_1,noun,a2,/media/english/us_pron/s/soc/sock_/sock__us_1.mp3,/media/english/uk_pron/s/soc/sock_/sock__gb_2.mp3
soft,/definition/english/soft,adjective,a2,/media/english/us_pron/s/sof/soft_/soft__us_5.mp3,/media/english/uk_pron/s/sof/soft_/soft__gb_3.mp3
software,/definition/english/software,noun,b1,/media/english/us_pron/s/sof/softw/software__us_3.mp3,/media/english/uk_pron/s/sof/softw/software__gb_3.mp3
soil,/definition/english/soil_1,noun,b1,/media/english/us_pron/s/soi/soil_/soil__us_1.mp3,/media/english/uk_pron/s/soi/soil_/soil__gb_1.mp3
solar,/definition/english/solar,adjective,b2,/media/english/us_pron/s/sol/solar/solar__us_2.mp3,/media/english/uk_pron/s/sol/solar/solar__gb_1.mp3
soldier,/definition/english/soldier_1,noun,a2,/media/english/us_pron/s/sol/soldi/soldier__us_2.mp3,/media/english/uk_pron/s/sol/soldi/soldier__gb_1.mp3
sole,/definition/english/sole_1,adjective,c1,/media/english/us_pron/s/sol/sole_/sole__us_1.mp3,/media/english/uk_pron/s/sol/sole_/sole__gb_2.mp3
solely,/definition/english/solely,adverb,c1,/media/english/us_pron/s/sol/solel/solely__us_1.mp3,/media/english/uk_pron/s/sol/solel/solely__gb_1.mp3
solicitor,/definition/english/solicitor,noun,c1,/media/english/us_pron/s/sol/solic/solicitor__us_1.mp3,/media/english/uk_pron/s/sol/solic/solicitor__gb_1.mp3
solid,/definition/english/solid_1,adjective,b1,/media/english/us_pron/s/sol/solid/solid__us_1.mp3,/media/english/uk_pron/s/sol/solid/solid__gb_1.mp3
solid,/definition/english/solid_2,noun,b1,/media/english/us_pron/s/sol/solid/solid__us_1.mp3,/media/english/uk_pron/s/sol/solid/solid__gb_1.mp3
solidarity,/definition/english/solidarity,noun,c1,/media/english/us_pron/s/sol/solid/solidarity__us_1.mp3,/media/english/uk_pron/s/sol/solid/solidarity__gb_1.mp3
solo,/definition/english/solo_2,adjective,c1,/media/english/us_pron/s/sol/solo_/solo__us_1.mp3,/media/english/uk_pron/s/sol/solo_/solo__gb_1.mp3
solo,/definition/english/solo_3,noun,c1,/media/english/us_pron/s/sol/solo_/solo__us_1.mp3,/media/english/uk_pron/s/sol/solo_/solo__gb_1.mp3
solution,/definition/english/solution,noun,a2,/media/english/us_pron/s/sol/solut/solution__us_2.mp3,/media/english/uk_pron/s/sol/solut/solution__gb_2.mp3
solve,/definition/english/solve,verb,a2,/media/english/us_pron/s/sol/solve/solve__us_1_rr.mp3,/media/english/uk_pron/s/sol/solve/solve__gb_2.mp3
some,/definition/english/some_1,determiner,a1,/media/english/us_pron/s/som/some_/some__us_9_rr.mp3,/media/english/uk_pron/_/_so/_some/_some_1_gb_1.mp3
some,/definition/english/some_3,pronoun,a1,/media/english/us_pron/s/som/some_/some__us_1_rr.mp3,/media/english/uk_pron/s/som/some_/some__gb_2.mp3
somebody,/definition/english/somebody,pronoun,a1,/media/english/us_pron/s/som/someb/somebody__us_3_rr.mp3,/media/english/uk_pron/s/som/someb/somebody__gb_1.mp3
somehow,/definition/english/somehow,adverb,b2,/media/english/us_pron/s/som/someh/somehow__us_1.mp3,/media/english/uk_pron/s/som/someh/somehow__gb_1.mp3
someone,/definition/english/someone,pronoun,a1,/media/english/us_pron/s/som/someo/someone__us_2.mp3,/media/english/uk_pron/s/som/someo/someone__gb_1.mp3
something,/definition/english/something_1,pronoun,a1,/media/english/us_pron/s/som/somet/something__us_2.mp3,/media/english/uk_pron/s/som/somet/something__gb_1.mp3
sometime,/definition/english/sometime_1,adverb,b2,/media/english/us_pron/s/som/somet/sometime__us_1.mp3,/media/english/uk_pron/s/som/somet/sometime__gb_1.mp3
sometimes,/definition/english/sometimes,adverb,a1,/media/english/us_pron/s/som/somet/sometimes__us_2.mp3,/media/english/uk_pron/s/som/somet/sometimes__gb_1.mp3
somewhat,/definition/english/somewhat,adverb,b2,/media/english/us_pron/s/som/somew/somewhat__us_1.mp3,/media/english/uk_pron/s/som/somew/somewhat__gb_2.mp3
somewhere,/definition/english/somewhere_1,adverb,a2,/media/english/us_pron/s/som/somew/somewhere__us_2.mp3,/media/english/uk_pron/s/som/somew/somewhere__gb_1.mp3
somewhere,/definition/english/somewhere_2,pronoun,a2,/media/english/us_pron/s/som/somew/somewhere__us_2.mp3,/media/english/uk_pron/s/som/somew/somewhere__gb_1.mp3
son,/definition/english/son,noun,a1,/media/english/us_pron/s/son/son__/son__us_1.mp3,/media/english/uk_pron/s/son/son__/son__gb_1.mp3
song,/definition/english/song,noun,a1,/media/english/us_pron/s/son/song_/song_1_us_1.mp3,/media/english/uk_pron/s/son/song_/song__gb_1.mp3
soon,/definition/english/soon,adverb,a1,/media/english/us_pron/s/soo/soon_/soon__us_1.mp3,/media/english/uk_pron/s/soo/soon_/soon__gb_1.mp3
sophisticated,/definition/english/sophisticated,adjective,b2,/media/english/us_pron/s/sop/sophi/sophisticated__us_1.mp3,/media/english/uk_pron/s/sop/sophi/sophisticated__gb_1.mp3
sorry,/definition/english/sorry_1,adjective,a1,/media/english/us_pron/s/sor/sorry/sorry__us_1_rr.mp3,/media/english/uk_pron/s/sor/sorry/sorry__gb_1.mp3
sorry,/definition/english/sorry_2,exclamation,a1,/media/english/us_pron/s/sor/sorry/sorry__us_1_rr.mp3,/media/english/uk_pron/s/sor/sorry/sorry__gb_1.mp3
sort,/definition/english/sort_1,noun,a2,/media/english/us_pron/s/sor/sort_/sort__us_1.mp3,/media/english/uk_pron/s/sou/sough/sought__gb_2.mp3
sort,/definition/english/sort_2,verb,b1,/media/english/us_pron/s/sor/sort_/sort__us_1.mp3,/media/english/uk_pron/s/sou/sough/sought__gb_2.mp3
soul,/definition/english/soul,noun,b2,/media/english/us_pron/s/sou/soul_/soul__us_1.mp3,/media/english/uk_pron/s/sol/sole_/sole__gb_2.mp3
sound,/definition/english/sound_3,adjective,c1,/media/english/us_pron/s/sou/sound/sound__us_1.mp3,/media/english/uk_pron/s/sou/sound/sound__gb_1.mp3
sound,/definition/english/sound_1,noun,a1,/media/english/us_pron/s/sou/sound/sound__us_1.mp3,/media/english/uk_pron/s/sou/sound/sound__gb_1.mp3
sound,/definition/english/sound_2,verb,a1,/media/english/us_pron/s/sou/sound/sound__us_1.mp3,/media/english/uk_pron/s/sou/sound/sound__gb_1.mp3
soup,/definition/english/soup_1,noun,a1,/media/english/us_pron/s/sou/soup_/soup__us_1.mp3,/media/english/uk_pron/s/sou/soup_/soup__gb_2.mp3
source,/definition/english/source_1,noun,a2,/media/english/us_pron/s/sou/sourc/source__us_1.mp3,/media/english/uk_pron/s/sou/sourc/source__gb_4.mp3
south,/definition/english/south_2,adjective,a1,/media/english/us_pron/s/sou/south/south__us_1.mp3,/media/english/uk_pron/s/sou/south/south__gb_1.mp3
south,/definition/english/south_3,adverb,a1,/media/english/us_pron/s/sou/south/south__us_1.mp3,/media/english/uk_pron/s/sou/south/south__gb_1.mp3
south,/definition/english/south_1,noun,a1,/media/english/us_pron/s/sou/south/south__us_1.mp3,/media/english/uk_pron/s/sou/south/south__gb_1.mp3
southern,/definition/english/southern,adjective,b1,/media/english/us_pron/s/sou/south/southern__us_2.mp3,/media/english/uk_pron/s/sou/south/southern__gb_1.mp3
sovereignty,/definition/english/sovereignty,noun,c1,/media/english/us_pron/s/sov/sover/sovereignty__us_1_rr.mp3,/media/english/uk_pron/s/sov/sover/sovereignty__gb_1.mp3
space,/definition/english/space_1,noun,a1,/media/english/us_pron/s/spa/space/space__us_1.mp3,/media/english/uk_pron/s/spa/space/space__gb_1.mp3
spam,/definition/english/spam_1,noun,c1,/media/english/us_pron/s/spa/spam_/spam__us_1.mp3,/media/english/uk_pron/s/spa/spam_/spam__gb_1.mp3
span,/definition/english/span_2,noun,c1,/media/english/us_pron/s/spa/span_/span__us_1.mp3,/media/english/uk_pron/s/spa/span_/span__gb_1.mp3
span,/definition/english/span_1,verb,c1,/media/english/us_pron/s/spa/span_/span__us_1.mp3,/media/english/uk_pron/s/spa/span_/span__gb_1.mp3
spare,/definition/english/spare_1,adjective,b2,/media/english/us_pron/s/spa/spare/spare__us_1.mp3,/media/english/uk_pron/s/spa/spare/spare__gb_1.mp3
spare,/definition/english/spare_2,verb,c1,/media/english/us_pron/s/spa/spare/spare__us_1.mp3,/media/english/uk_pron/s/spa/spare/spare__gb_1.mp3
spark,/definition/english/spark_1,verb,c1,/media/english/us_pron/s/spa/spark/spark__us_1.mp3,/media/english/uk_pron/s/spa/spark/spark__gb_1.mp3
speak,/definition/english/speak_1,verb,a1,/media/english/us_pron/s/spe/speak/speak__us_1.mp3,/media/english/uk_pron/s/spe/speak/speak__gb_1.mp3
speaker,/definition/english/speaker,noun,a2,/media/english/us_pron/s/spe/speak/speaker__us_1.mp3,/media/english/uk_pron/s/spe/speak/speaker__gb_1.mp3
special,/definition/english/special_1,adjective,a1,/media/english/us_pron/s/spe/speci/special__us_1.mp3,/media/english/uk_pron/s/spe/speci/special__gb_1.mp3
specialist,/definition/english/specialist_2,adjective,b2,/media/english/us_pron/s/spe/speci/specialist__us_1.mp3,/media/english/uk_pron/s/spe/speci/specialist__gb_1.mp3
specialist,/definition/english/specialist_1,noun,b2,/media/english/us_pron/s/spe/speci/specialist__us_1.mp3,/media/english/uk_pron/s/spe/speci/specialist__gb_1.mp3
specialize,/definition/english/specialize,verb,b2,/media/english/us_pron/s/spe/speci/specialize__us_1.mp3,/media/english/uk_pron/s/spe/speci/specialize__gb_1.mp3
specialized,/definition/english/specialized,adjective,c1,/media/english/us_pron/s/spe/speci/specialized__us_1.mp3,/media/english/uk_pron/s/spe/speci/specialized__gb_1.mp3
species,/definition/english/species,noun,b2,/media/english/us_pron/s/spe/speci/species__us_1_rr.mp3,/media/english/uk_pron/s/spe/speci/species__gb_2.mp3
specific,/definition/english/specific,adjective,a2,/media/english/us_pron/s/spe/speci/specific__us_1.mp3,/media/english/uk_pron/s/spe/speci/specific__gb_3.mp3
specifically,/definition/english/specifically,adverb,b1,/media/english/us_pron/s/spe/speci/specifically__us_1.mp3,/media/english/uk_pron/s/spe/speci/specifically__gb_1.mp3
specification,/definition/english/specification,noun,c1,/media/english/us_pron/s/spe/speci/specification__us_1.mp3,/media/english/uk_pron/s/spe/speci/specification__gb_2.mp3
specify,/definition/english/specify,verb,b2,/media/english/us_pron/s/spe/speci/specify__us_1.mp3,/media/english/uk_pron/s/spe/speci/specify__gb_2.mp3
specimen,/definition/english/specimen,noun,c1,/media/english/us_pron/s/spe/speci/specimen__us_1.mp3,/media/english/uk_pron/s/spe/speci/specimen__gb_2.mp3
spectacle,/definition/english/spectacle,noun,c1,/media/english/us_pron/s/spe/spect/spectacle__us_1.mp3,/media/english/uk_pron/s/spe/spect/spectacle__gb_1.mp3
spectacular,/definition/english/spectacular_1,adjective,b2,/media/english/us_pron/s/spe/spect/spectacular__us_1.mp3,/media/english/uk_pron/s/spe/spect/spectacular__gb_1.mp3
spectator,/definition/english/spectator,noun,b2,/media/english/us_pron/s/spe/spect/spectator__us_1.mp3,/media/english/uk_pron/s/spe/spect/spectator__gb_1.mp3
spectrum,/definition/english/spectrum,noun,c1,/media/english/us_pron/s/spe/spect/spectrum__us_1.mp3,/media/english/uk_pron/s/spe/spect/spectrum__gb_1.mp3
speculate,/definition/english/speculate,verb,b2,/media/english/us_pron/s/spe/specu/speculate__us_1.mp3,/media/english/uk_pron/s/spe/specu/speculate__gb_1.mp3
speculation,/definition/english/speculation,noun,b2,/media/english/us_pron/s/spe/specu/speculation__us_1.mp3,/media/english/uk_pron/s/spe/specu/speculation__gb_1.mp3
speech,/definition/english/speech,noun,a2,/media/english/us_pron/s/spe/speec/speech__us_1.mp3,/media/english/uk_pron/s/spe/speec/speech__gb_1.mp3
speed,/definition/english/speed_1,noun,a2,/media/english/us_pron/s/spe/speed/speed__us_1.mp3,/media/english/uk_pron/s/spe/speed/speed__gb_1.mp3
speed,/definition/english/speed_2,verb,b2,/media/english/us_pron/s/spe/speed/speed__us_1.mp3,/media/english/uk_pron/s/spe/speed/speed__gb_1.mp3
spell,/definition/english/spell_2,noun,c1,/media/english/us_pron/s/spe/spell/spell__us_1.mp3,/media/english/uk_pron/s/spe/spell/spell__gb_1.mp3
spell,/definition/english/spell_1,verb,a1,/media/english/us_pron/s/spe/spell/spell__us_1.mp3,/media/english/uk_pron/s/spe/spell/spell__gb_1.mp3
spelling,/definition/english/spelling,noun,a1,/media/english/us_pron/s/spe/spell/spelling__us_1.mp3,/media/english/uk_pron/s/spe/spell/spelling__gb_1.mp3
spend,/definition/english/spend_1,verb,a1,/media/english/us_pron/s/spe/spend/spend__us_1.mp3,/media/english/uk_pron/s/spe/spend/spend__gb_1.mp3
spending,/definition/english/spending,noun,b1,/media/english/us_pron/s/spe/spend/spending__us_3.mp3,/media/english/uk_pron/s/spe/spend/spending__gb_1.mp3
sphere,/definition/english/sphere,noun,c1,/media/english/us_pron/s/sph/spher/sphere__us_1.mp3,/media/english/uk_pron/s/sph/spher/sphere__gb_1.mp3
spice,/definition/english/spice_1,noun,b2,/media/english/us_pron/s/spi/spice/spice__us_1.mp3,/media/english/uk_pron/s/spi/spice/spice__gb_1.mp3
spicy,/definition/english/spicy,adjective,b1,/media/english/us_pron/s/spi/spicy/spicy__us_1.mp3,/media/english/uk_pron/s/spi/spicy/spicy__gb_1.mp3
spider,/definition/english/spider,noun,a2,/media/english/us_pron/s/spi/spide/spider__us_1.mp3,/media/english/uk_pron/s/spi/spide/spider__gb_2.mp3
spill,/definition/english/spill_1,verb,b2,/media/english/us_pron/s/spi/spill/spill__us_1.mp3,/media/english/uk_pron/s/spi/spill/spill__gb_1.mp3
spin,/definition/english/spin_2,noun,c1,/media/english/us_pron/s/spi/spin_/spin__us_1.mp3,/media/english/uk_pron/s/spi/spin_/spin__gb_1.mp3
spin,/definition/english/spin_1,verb,c1,/media/english/us_pron/s/spi/spin_/spin__us_1.mp3,/media/english/uk_pron/s/spi/spin_/spin__gb_1.mp3
spine,/definition/english/spine,noun,c1,/media/english/us_pron/s/spi/spine/spine__us_1.mp3,/media/english/uk_pron/s/spi/spine/spine__gb_1.mp3
spirit,/definition/english/spirit_1,noun,b1,/media/english/us_pron/s/spi/spiri/spirit__us_1.mp3,/media/english/uk_pron/s/spi/spiri/spirit__gb_1.mp3
spiritual,/definition/english/spiritual_1,adjective,b2,/media/english/us_pron/s/spi/spiri/spiritual__us_1.mp3,/media/english/uk_pron/s/spi/spiri/spiritual__gb_1.mp3
spite,/definition/english/spite_1,noun,b2,/media/english/us_pron/s/spi/spite/spite__us_1.mp3,/media/english/uk_pron/s/spi/spite/spite__gb_1.mp3
split,/definition/english/split_2,noun,b2,/media/english/us_pron/s/spl/split/split__us_1.mp3,/media/english/uk_pron/s/spl/split/split__gb_1.mp3
split,/definition/english/split_1,verb,b2,/media/english/us_pron/s/spl/split/split__us_1.mp3,/media/english/uk_pron/s/spl/split/split__gb_1.mp3
spoil,/definition/english/spoil_1,verb,b2,/media/english/us_pron/s/spo/spoil/spoil__us_1.mp3,/media/english/uk_pron/s/spo/spoil/spoil__gb_1.mp3
spoken,/definition/english/spoken,adjective,b1,/media/english/us_pron/s/spo/spoke/spoken__us_2.mp3,/media/english/uk_pron/s/spo/spoke/spoken__gb_2.mp3
spokesman,/definition/english/spokesman,noun,b2,/media/english/us_pron/s/spo/spoke/spokesman__us_1.mp3,/media/english/uk_pron/s/spo/spoke/spokesman__gb_1.mp3
spokesperson,/definition/english/spokesperson,noun,b2,/media/english/us_pron/s/spo/spoke/spokesperson__us_1.mp3,/media/english/uk_pron/s/spo/spoke/spokesperson__gb_1.mp3
spokeswoman,/definition/english/spokeswoman,noun,b2,/media/english/us_pron/s/spo/spoke/spokesman__us_2.mp3,/media/english/uk_pron/s/spo/spoke/spokesman__gb_2.mp3
sponsor,/definition/english/sponsor_2,noun,b2,/media/english/us_pron/s/spo/spons/sponsor__us_1.mp3,/media/english/uk_pron/s/spo/spons/sponsor__gb_1.mp3
